IPC maingroup,Label
B41L-031,유연 인쇄판 판동 제거 장치
B41L-033,유연 인쇄판/지엽/권취지 실린더 압압 장치
B41L-035,사무용 복사/전사/인쇄 장치 원통
B41L-038,피복막 부착 장치/판고르기 장치
B41L-039,복사기 표시/계수/경고/제어/안전장치
B41L-041,복사기 세정 장치
B41L-043,지엽/권취지 보조 접어 쌓기/수집/퇴적
B41L-045,주소 인쇄기 종류/형식
B41L-047,주소 인쇄기/유사 인쇄기 세부
B41L-049,주소 인쇄기 부속물
B41L-005,가동 권취지 사용 복사 등록기/감압층 수단 사용 복사장치류
B41L-007,핵토그래피 오리지날 직접 전사 장치
B41L-009,핵토그래프 오리지날 전이면 기반 간접 전사 장치
B41M-001,인쇄기 형식 잉크 도포/인쇄
B41M-003,특수 종류 인쇄물 생산 인쇄 방법
B41M-005,복제/마킹 방법 시트 재료
B41M-007,인쇄물 후처리
B41M-009,조판 조정 사용 방법
B41M-099,기타 인쇄/복사 방법
B41N-001,인쇄판/포일 재료
B41N-010,블랭킷/유사 피복/요판 인쇄용 와이퍼 피복
B41N-011,연판 용지형
B41N-003,인쇄판 사용 준비/보존
B41N-006,설치판/조판 조정 장치
B41N-007,인쇄기 로울러러용 쉘
B41N-099,기타 인쇄판/포일
B42B-002,특수 인쇄물 섬유상 재료
B42B-004,불연속적 꿰맴 섬유상 재료
B42B-005,꿰맴 이외 방식 용지/첩/절장 상호 영구적 수집 기구
B42B-007,용지 물건 철
B42B-009,복수 방법 수행 합철 기계 장치
B42C-001,지엽/절장 상호 영구적 수집/삽입 공정 결합 지엽 페이지순 맞추기/모으기
B42C-011,표지붙이기 기계
B42C-013,제본 압체
B42C-015,자켓 포장 책
B42C-017,재제본
B42C-019,다단계 조작 기반 제본
B42C-003,소책자/철첩 제작/다수 용지 책자 제작
B42C-005,제본용 용지/절장 선/배부 준비 조작
B42C-007,제본 표지/루우스리이프식 제본 표지 제조
B42C-009,제본 아교/점착성 포함 도포
B42C-099,기타 제본 장치
B42D-001,책/타 결속물
B42D-101,카드/투명 구역 인쇄물
B42D-103,카드/반투명 구역 인쇄물
B42D-105,금속 재료 포함 책
B42D-107,자성재료/자화 발생 재료 포함 책
B42D-109,전기 회로 조립식 인쇄물
B42D-011,페이지간 넘김 이동 인쇄물
B42D-111,종이/판지 기반 책
B42D-113,단일층 구조 책
B42D-115,접기/부착 부분 포함 책
B42D-117,종이 부착/협동 책
B42D-119,감압 재료 포함 책
B42D-012,부기장 형식/배열 포함 책
B42D-121,요부/철부 포함 책
B42D-013,제본용 비철 낱장 삽입물 포함 책
B42D-015,타류 미소속 특수 형식 인쇄물
B42D-017,책/신문/유사물용 현사/보지 장치
B42D-019,이동 대상체 기입/독취 장치
B42D-025,신원확인/보안 기능 특화 정보 관련 카드/시트 유사 구조
B42D-003,책 커버
B42D-005,철물용 비바인딩 결합 지편
B42D-007,신문 제조
B42D-009,표지/면표 지시기/책 펴기 장치 제조
B42F-001,구멍 미포함 일시적 부착 시트 수단
B42F-011,제본 분할 지지수단 포함 철기구
B42F-013,구멍/구 계합 수단 포함 제본기구
B42F-015,현수철 기구
B42F-017,카드철 장치
B42F-019,철 적용 카드
B42F-021,제본 색인 수단
B42F-023,기타 파일링 용구
B42F-003,구멍 포함 일시적 부착 기이트용 수단
B42F-005,일시 부착 시트/대상물 수단 앨범
B42F-007,고착수단 미포함 철하기 용구
B42F-009,철 적용 물품/단부 고착 수단 포함 철하기 기구
B43K-001,필기용 펜촉
B43K-011,필기구 충전 장치
B43K-013,펜촉 제거 장치
B43K-015,펜 조립/끝마무리/수선
B43K-017,연속 조절 가능 펜촉
B43K-019,비 추진식 연필/철필/크레용/분필
B43K-021,추진식 연필
B43K-023,필기용구 심끝 보호 수단/필기구 지지용구/접속용구
B43K-024,필기단체 고정/돌출/수축/선택 기구
B43K-025,필기용구 구조 변경/외장요소 물체 부착 장치
B43K-027,필기용구 조합
B43K-029,필기용구 타 물품 조합
B43K-003,펜대
B43K-031,조합식 필기구
B43K-005,축내부 잉크통 포함 펜
B43K-007,볼펜 기구
B43K-008,펜촉/보올 외 필기용 펜촉 포함 필기구
B43L-001,반복 사용 필기/제도용 판/테이블
B43L-011,원곡선 외 제도 기구
B43L-012,미끄럼 방지 수단
B43L-013,비분류 제도 기구
B43L-015,필기/제도용 손/팔 부착 지지구
B43L-017,필기용 흡취구
B43L-019,지우개 용구/고무 지우개
B43L-021,흑판/석판 청소구
B43L-023,연필/연필심 깍개
B43L-025,잉크병
B43L-027,잉크 스탠드
B43L-003,필기/제도용 책받침
B43L-005,제도판
B43L-007,자
B43L-009,원곡선 제도 기구
B43M-001,서류상 고정용 봉인
B43M-011,사무실/개인용 잉크외 액체 표면 접촉 책상 용구
B43M-013,조절 기구 미포함 스탬프 누름 용구
B43M-015,제도용 핀/압정
B43M-017,타 책상 부속구
B43M-003,봉투 내부 서류 삽입 장치
B43M-005,봉투 봉인 장치
B43M-007,봉투 개봉 장치
B43M-009,종이 누르개
B43M-099,기타 책상 부속구
B44B-001,단일 조각물/형 제작 3차원 방향 가동/제어 공구
B44B-011,조각/반죽/양각/음각/무늬장식/엠보싱용 예술가 수공구
B44B-003,장치/마크 조각/무늬 장식용 2차원 방향 가동/제어 공구
B44B-005,장식/마크 엠보싱 기계/장치
B44B-007,브랜딩 기계
B44B-009,장식 구조 상감 기계
B44C-001,장식 표면 효과 창작 방법
B44C-003,장식 구조물 제조법
B44C-005,특수 장식체 제조법
B44C-007,종이 도배
B44D-002,미술적 그림/제도용 기술
B44D-003,기타 그림/예술적 제도 관련 부속품/기구
B44D-005,특수 미술적 표면 효과/끝마무리 획득용 표면 처리
B44D-007,그림 보존
B44F-001,조명 효과 디자인/그림
B44F-011,미술품 모방 디자인
B44F-003,외형 특징 디자인
B44F-005,불규칙 구역 특징 디자인
B44F-007,입체적 효과 모방 디자인
B44F-009,자연 패턴 모방 디자인
B44F-099,기타특수 디자인/그림
B60B-001,스포크 차륜/스포크
B60B-011,다수 차륜 병설 일체구성/복수 림/타이어 포함 차륜
B60B-015,견인력 증대용 차륜/차륜 부속구
B60B-017,레일 계합요소 포함 차륜
B60B-019,기타 차륜
B60B-021,림
B60B-023,차륜본체 림 부착
B60B-025,다수 주요부품 조립 림
B60B-027,차량 허브
B60B-029,차륜 부착/분해용 장치/공구
B60B-003,원반형차륜
B60B-030,차륜/부속품 고정 수단
B60B-031,차륜 조립/분해 장치/공구
B60B-033,캐스터 일반
B60B-035,차축유닛/부품
B60B-037,차륜-차축 결합
B60B-039,차륜 부착력 증대장치
B60B-005,주요부 비금속 재료 기반 차륜/스포우크/원반형 본체
B60B-007,차륜본체/림/허브/타이어 측벽 장식/보호용 차륜 커버 원판
B60B-009,고탄성차륜
B60C-001,화학적 조성/물리적 배열 포함 타이어
B60C-011,타이어 트레드 밴드/트레드 모양 미끄럼 방지용 삽입물
B60C-013,타이어 측벽 보호 장치/각인등
B60C-015,타이어 비드
B60C-017,타이어 손상/공기 손실 상태 주행 일시적 가능 수단 포함 타이어 부속품
B60C-019,기타 타이어 부품/구조
B60C-023,차량 부착 적합 타이어 압력/온도 측정
B60C-025,타이어 탈부착/검사/수리 공구
B60C-027,탄성 타이어/차축 설치 미끄럼 방지 장치
B60C-029,타이어/림 타이어 팽창 밸브 배치
B60C-003,횡단면 특징 타이어
B60C-005,팽창 가능 공기타이어/내부튜브
B60C-007,비팽창성/중실 타이어
B60C-009,공기타이어 보강재/플라이 배열
B60C-099,기타 차량용 타이어 구조
B60D-001,견인연결기/힛치/드로오기어/밧줄 당김 장치
B60D-003,압압촉진 장치
B60D-005,연결차량용 통로
B60D-007,로프 당김 장치 기타 연결기
B60D-099,기타 로프 당김 장치
B60F-001,레일/노면양용차량
B60F-003,수륙양용차량
B60F-005,기타 용도전환차량
B60G-001,차축-프레임 고착 현가장치
B60G-011,스프링 장치/배치/탄성적 현가장치
B60G-013,진동완충기 탄성현가장치
B60G-015,스프링/진동완충기 조합 장치 포함 탄성현가장치
B60G-017,차량/주행면 형태 변화
B60G-021,가속/감속/원심력 관련 차체 안정용 복수 탄성 차륜 상호연결방식
B60G-023,차륜 전방 조면도 자동 검출 수단/차륜 자동상하운동 수단 포함 차륜현가장치
B60G-025,차량 기타 현가장치
B60G-003,단일차륜 탄성적 현안
B60G-005,상관운동 일조 탄덤차륜/축용 탄성적 현가장치
B60G-007,피봇 현가아암
B60G-009,복수 차륜용 고정차축/탄성적 현가장치
B60G-099,기타 차체현가장치
B60H-001,난방/냉방/환기장치
B60H-003,기타 공기처리 장치
B60J-001,창/바람막이/유리 부속장치
B60J-010,차량 밀봉장치
B60J-011,차량용 분리 가능 외부 보호 커버
B60J-003,창/바람막이 유리 관련 차양구
B60J-005,차량용 문
B60J-007,차량 비고정식 지붕/가동판넬 포함 지붕
B60J-009,기타 차량 외부 보호 커버
B60K-001,차량 전기적 추진장치 배치/설치
B60K-011,추진장치 냉각 관련 배치
B60K-013,추진장치 연소용 공기 흡임
B60K-015,차량 연소기관 연료공급 배치
B60K-016,차량 자연력 추진기관
B60K-017,차량 동력전달장치 배치/설치
B60K-020,차량 변속기 제어장치 배치/설치
B60K-023,차량 동력 전달 장치용 제어장치 배치/설치
B60K-025,차량 보조구동장치
B60K-026,차량 추진장치용 제어장치 배치/설치
B60K-028,차량 적합 추진장치 제어용 안전장치
B60K-003,증기압/가스압 추진장치 배치/설치
B60K-031,차량 속도 자동 제어 차량 부속품
B60K-035,차량 계기 배치/적용
B60K-037,차량 계기판
B60K-005,차량용 추진장치 배치/설치
B60K-006,상호 추진/공동 추진용 복수 원동기 배치/설치
B60K-007,견인차륜내/견인차륜 인접 모터 배치
B60K-008,기타 차량 추진기관/변속기
B60L-001,전기 추진차량 보조장치 전력공급
B60L-011,차량 내부 동력공급원 포함 전기적 추진장치
B60L-013,모노레일 차량/차체현가차량/랙식 철도용 전기적 추진 장치
B60L-015,차량용 전기 추진차량 추진 제어 방법/회로/장치
B60L-003,전기적 추진차량 안전 목적 전기적 장치/동작변수 모니터링
B60L-005,전깆거 추진차량 동력공급선 관련 집전장치
B60L-050,차량 내부 동력공급원 포함 전기적 추진장치
B60L-053,전기차량 배터리 충전 방법
B60L-055,차량 저장 에너지 전력망
B60L-058,전기자동차 적합 배터리/연료전지 모니터링/제어 회로장치
B60L-007,차량용 전기적 제동방식 일반
B60L-008,자연력 기반 차량 동력 추진
B60L-009,차량 외부 동력 공급 전기적 추진 장치
B60M-001,차량 집전장치 접촉용 전력공급선
B60M-003,차량 설치 집전장치/접촉 전력선 전원 공급 장치
B60M-005,주행레일/이음매 전류 전도/절연 장치
B60M-007,특수형태 전기적 추진차량 적용 전력선/레일
B60N-002,차량 적합 좌석
B60N-003,기타 승객용 부속품 배치/적용
B60N-005,차량 승객 승차/하차 관리 기구
B60N-099,기타 차량 적합 좌석/승객용 설비
B60P-001,하물운반차량
B60P-003,특수하물 수송/운반/수용 차량
B60P-005,차량 계량기 장치
B60P-007,차량 고정/피복
B60P-009,하물 운반 기타 차량
B60Q-001,차량 조명장치
B60Q-011,조명 감시장치 배치
B60Q-003,차량 내부 조명장치 배치
B60Q-005,청각적 신호장치 배치
B60Q-007,차량 휴대용 비상 신호 장치 배치
B60Q-009,기타 신호 장치 배치
B60R-001,광학적 시계장치
B60R-011,기타 물품 보관/지지장치
B60R-013,차체 마무리 가공
B60R-015,위생설비 장치
B60R-016,차량 전기/유체 회로
B60R-017,차량 윤활계통 장치 배치
B60R-019,차륜 보호장치
B60R-021,차량 안전장치
B60R-022,차량 안전벨트/신체장구
B60R-025,차량 무단 사용/도난 방지 부품/시스템 포함 벨트권취기
B60R-027,기타 차량 부품
B60R-003,차량 계단
B60R-005,차량 트렁크
B60R-007,차량용 소형 소지품 수납용구
B60R-009,차량 수하물
B60R-099,기타 차량 부품
B60S-001,차량 세척
B60S-011,분리형 들어올림용 차량 개조
B60S-013,차량 분리 차량 이동장치
B60S-003,차량 비조합 차량 세정장치
B60S-005,차량 손질/보수/수선/개장
B60S-009,차량 전체/일부 지지/들어올림용 부속품
B60T-001,제동요소장치
B60T-010,유체/분말매체 사용 연속제동 제어/조정
B60T-011,보조동력/구동동력 미사용 제동동작 전달
B60T-013,보조동력/구동동력 사용 시동장치
B60T-015,기타 결합 밸브 구조
B60T-017,기타 동력제동방식 구성부품 세부/부속품
B60T-003,차량 불의 이동 포터블장치
B60T-005,제동장치 냉각 조장 차량 개조
B60T-007,제동 개시장치
B60T-008,차량 상태/노면 상태 변화 적합 제동력 조정장치
B60V-001,공기쿠션차량
B60V-003,공기쿠션 주행 개량 차량
B60W-010,타 차량용 부품 제어
B60W-020,하이브리드 차량 제어시스템
B60W-030,차량 운전 제어 시스템 목적 제어시스템
B60W-040,도로상 차량 운전 제어 시스템용 파라미터 추정/연산
B60W-050,도로상 차량 운전 제어 시스템 세부
B60W-060,자율 주행 차량용 주행 제어 시스템
B61B-001,정차장
B61B-010,파워 앤드 프리 방식
B61B-011,견인 케이블 포함 스키 리프트
B61B-012,기타 로프철도 세부
B61B-013,타 철도 방식
B61B-015,철도 방식 결합
B61B-003,현수 차량 고가 철도 방식
B61B-005,현수차량 포함 고가 철도 방식
B61B-007,현가 굴곡 자유 궤도 로프 철도 방식
B61B-009,강체 궤도/견인 케이블 포함 시가 철도/강삭 철도 방식
B61C-001,증기 기관차
B61C-011,견인력 공급 수단 형식 특징 기관차
B61C-013,특별 방식/목적 특징 기관차
B61C-015,기관차 보조 장치
B61C-017,기관차 부품 배열
B61C-003,전기 기관차
B61C-005,내연기관/가스 터빈 포함 기관차 
B61C-007,기관차 사용동력장치
B61C-008,기관차 연료 공급 스테이션
B61C-009,기관차 변속 방식
B61D-001,일반적 철도객차
B61D-011,광차
B61D-013,시가 철도 차량
B61D-015,타 철도 차량
B61D-017,차체 구조 세부
B61D-019,철도 차량용 도어 장치
B61D-023,철도 차량용 스텝 구조
B61D-025,철도 차량용 독특 창 장치
B61D-027,철도 차량 난방
B61D-029,철도 차량용 조명장치
B61D-003,무개화차
B61D-031,철도 차량 침대설비
B61D-033,철도 차량 좌석
B61D-035,철도 차량 위생 설비
B61D-037,철도 차량 기타 가구/비품
B61D-039,철도 차량 무개화차 카버
B61D-041,철도 차량 예약석 표시기
B61D-043,철도 차량 운동 에너지 사용 장치
B61D-045,철도 차량 충격 보호 포함 고정/지지 수단/장치
B61D-047,철도 차량 적하/제하 장치
B61D-049,철도 차량 세부
B61D-005,유체 운반용 탱크차
B61D-007,호퍼차
B61D-009,티플러
B61F-001,대프레임
B61F-011,궤도 결합 특징 철도 차량
B61F-013,차륜 장치 특징 철도 차량
B61F-015,축상
B61F-017,철도 축상용 윤활
B61F-019,차륜 보호 장치/범퍼
B61F-003,대차 형식 철도 차량 현가 장치
B61F-005,대차 구조 세부
B61F-007,타 궤간용 철도 차량
B61F-009,탈선 방지 장치 특징 철도 차량
B61F-099,기타 철도 차량 현가 장치
B61G-001,철도차량 연결기
B61G-011,완충 장치
B61G-003,대향 부재 포함 연결기
B61G-005,기타 연결기
B61G-007,연결기 세부
B61G-009,인장 장치
B61H-001,차륜 제동 장치
B61H-011,기타 제동 장치
B61H-013,철도 차량 제동 작동 장치
B61H-015,마모 보상 기구
B61H-003,외측 방향 조작 부재 포함 제동장치
B61H-005,반경방향 제동면 포함 제동장치
B61H-007,궤도 협동 부재 포함 제동 장치
